source_dataset,source_file,source_row_id,split,original,normalized,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin,external_source_type,text_variant_type,candidate_type,hard_case_type,review_status,filter_reason,reject_reason,flags
vilexnorm,data/external/vilexnorm/raw/train.csv,234,train,"Đợt rồi mình đi xem concert Mỹ Tâm một mình ngoài lí do mình là fan ra thì còn là vì ko quen thân người bạn nào cũng thích MT nên ko biết rũ ai, hồi concert Hearbeat 2014 của chỉ đi coi chung với 2 đứa khác, 1 đứa thì bỏ về sớm, 1 đứa thì về kêu chán vì ko phải idol nó, nghe xong mình cũng mất vui, từ đó mình ko rũ ai đi cùng nữa, có rũ thì phải rũ người cùng sở thích & hứng thú giống bạn mới ko bị bể mood dc","Đợt rồi mình đi xem concert Mỹ Tâm một mình ngoài lí do mình là fan ra thì còn là vì không quen thân người bạn nào cũng thích MT nên ko biết rủ ai, hồi concert Hearbeat 2014 của chỉ đi coi chung với 2 đứa khác, 1 đứa thì bỏ về sớm, 1 đứa thì về kêu chán vì không phải idol nó, nghe xong mình cũng mất vui, từ đó mình không rủ ai đi cùng nữa, có rủ thì phải rủ người cùng sở thích & hứng thú giống bạn mới không bị bể mood được","Đợt rồi mình đi xem concert Mỹ Tâm một mình ngoài lí do mình là fan ra thì còn là vì ko quen thân người bạn nào cũng thích MT nên ko biết rũ ai, hồi concert Hearbeat 2014 của chỉ đi coi chung với 2 đứa khác, 1 đứa thì bỏ về sớm, 1 đứa thì về kêu chán vì ko phải idol nó, nghe xong mình cũng mất vui, từ đó mình ko rũ ai đi cùng nữa, có rũ thì phải rũ người cùng sở thích & hứng thú giống bạn mới ko bị bể mood dc",0,0,0,personal_number,ViLexNorm rejected,NONE,external_rejected,vilexnorm_rejected,teencode;abbreviation,rejected,,auto_reject,strong_reject_rule,too_long,has_abbreviation;has_teencode;long_for_clean;too_long
vilexnorm,data/external/vilexnorm/raw/train.csv,595,train,"Bạn nhận việc là phải làm hết việc chứ không phải là làm hết giờ,khi nào bạn không nhận việc hoặc là việc đó bạn làm xong rồi mà bị giao thêm bất ngờ thì bạn mới có thể từ chối,chứ đó là việc của bạn ngay từ đầu chưa kể đôi khi là teamwork mà bạn nói kiểu hết giờ em về thì trc sau gì bạn cũng phải tìm việc mới thôi.","Bạn nhận việc là phải làm hết việc chứ không phải là làm hết giờ,khi nào bạn không nhận việc hoặc là việc đó bạn làm xong rồi mà bị giao thêm bất ngờ thì bạn mới có thể từ chối,chứ đó là việc của bạn ngay từ đầu chưa kể đôi khi là teamwork mà bạn nói kiểu hết giờ em về thì trước sau gì bạn cũng phải tìm việc mới thôi.","Bạn nhận việc là phải làm hết việc chứ không phải là làm hết giờ,khi nào bạn không nhận việc hoặc là việc đó bạn làm xong rồi mà bị giao thêm bất ngờ thì bạn mới có thể từ chối,chứ đó là việc của bạn ngay từ đầu chưa kể đôi khi là teamwork mà bạn nói kiểu hết giờ em về thì trc sau gì bạn cũng phải tìm việc mới thôi.",0,0,0,personal_number,ViLexNorm rejected,NONE,external_rejected,vilexnorm_rejected,standard_or_unknown,rejected,,auto_reject,strong_reject_rule,too_long,long_for_clean;too_long
vilexnorm,data/external/vilexnorm/raw/train.csv,844,train,"Hồi nào xem hay đọc phỏng vấn gì của Lâm Y Thần thấy cô ấy nói là 2 vợ chồng 1 năm chắc gặp nhau có vài lần, tại chồng làm việc ở bên Mỹ, việc bên nội bên ngoại đều 1 mình cổ lo hết, hình như lúc bầu bì sinh nở cũng không có chồng ở bên  xem cũng thấy tủi tủi nên t cũng nghĩ hôn nhân kiểu này không bền rồi á","Hồi nào xem hay đọc phỏng vấn gì của Lâm Y Thần thấy cô ấy nói là 2 vợ chồng 1 năm chắc gặp nhau có vài lần, tại chồng làm việc ở bên Mỹ, việc bên nội bên ngoại đều 1 mình cổ lo hết, hình như lúc bầu bì sinh nở cũng không có chồng ở bên  xem cũng thấy tủi tủi nên tôi cũng nghĩ hôn nhân kiểu này không bền rồi á","Hồi nào xem hay đọc phỏng vấn gì của Lâm Y Thần thấy cô ấy nói là 2 vợ chồng 1 năm chắc gặp nhau có vài lần, tại chồng làm việc ở bên Mỹ, việc bên nội bên ngoại đều 1 mình cổ lo hết, hình như lúc bầu bì sinh nở cũng không có chồng ở bên  xem cũng thấy tủi tủi nên t cũng nghĩ hôn nhân kiểu này không bền rồi á",0,0,0,personal_number,ViLexNorm rejected,NONE,external_rejected,vilexnorm_rejected,abbreviation,rejected,,auto_reject,strong_reject_rule,too_long,has_abbreviation;long_for_clean;too_long
vilexnorm,data/external/vilexnorm/raw/train.csv,969,train,"Ăn ở nhà mà bới lên thế t còn chửi cho chứ đừng bảo đến nhà ny ăn  con gái con lứa ăn uống ý tứ chứ nhỉ , học ăn học nói học gói học mở , con gái t mới 4tuổi mà ở nhà mỗi cái chuyện ăn uống t nạt cho miếc rồi đây , rèn từ bé cho biết chứ k phải đến lớn đi viết lên fb hỏi vớ vẩn vậy đâu","Ăn ở nhà mà bới lên thế tôi còn chửi cho chứ đừng bảo đến nhà người yêu ăn con gái con lứa ăn uống ý tứ chứ nhỉ , học ăn học nói học gói học mở , con gái tôi mới 4tuổi mà ở nhà mỗi cái chuyện ăn uống tôi nạt cho miết rồi đây , rèn từ bé cho biết chứ không phải đến lớn đi viết lên facebook hỏi vớ vẩn vậy đâu","Ăn ở nhà mà bới lên thế t còn chửi cho chứ đừng bảo đến nhà ny ăn  con gái con lứa ăn uống ý tứ chứ nhỉ , học ăn học nói học gói học mở , con gái t mới 4tuổi mà ở nhà mỗi cái chuyện ăn uống t nạt cho miếc rồi đây , rèn từ bé cho biết chứ k phải đến lớn đi viết lên fb hỏi vớ vẩn vậy đâu",0,0,0,personal_number,ViLexNorm rejected,NONE,external_rejected,vilexnorm_rejected,teencode;abbreviation,rejected,,auto_reject,strong_reject_rule,too_long,has_abbreviation;has_teencode;long_for_clean;too_long
vilexnorm,data/external/vilexnorm/raw/train.csv,1104,train,"trước giờ phim đài mà mình xem lúc nào cũng truyền cho mình giá trị tinh thần rất tốt, từ cảm giác lạc quan cho đến niềm tin vào những điều may mắn , à với lại những nữ 9 mà bây giờ nhiều bạn nghĩ là giả nai thì mình vẫn cảm thấy rất thích luôn, từ khi nào mà việc hiền lành và đối xử tốt thì là giả tạo hết vậy?","trước giờ phim đài mà mình xem lúc nào cũng truyền cho mình giá trị tinh thần rất tốt, từ cảm giác lạc quan cho đến niềm tin vào những điều may mắn , à với lại những nữ chính mà bây giờ nhiều bạn nghĩ là giả nai thì mình vẫn cảm thấy rất thích luôn, từ khi nào mà việc hiền lành và đối xử tốt thì là giả tạo hết vậy?","trước giờ phim đài mà mình xem lúc nào cũng truyền cho mình giá trị tinh thần rất tốt, từ cảm giác lạc quan cho đến niềm tin vào những điều may mắn , à với lại những nữ 9 mà bây giờ nhiều bạn nghĩ là giả nai thì mình vẫn cảm thấy rất thích luôn, từ khi nào mà việc hiền lành và đối xử tốt thì là giả tạo hết vậy?",0,0,0,personal_number,ViLexNorm rejected,NONE,external_rejected,vilexnorm_rejected,standard_or_unknown,rejected,,auto_reject,strong_reject_rule,too_long,long_for_clean;too_long
vilexnorm,data/external/vilexnorm/raw/train.csv,1967,train,"Thật ra m.n cũng k nên nặng lời quá , biết là có lỗi nhưng mà chàng trai dẫn cô gái về ra mắt cũng có 1 phần k tinh ý lắm, vì ny k ăn được thịt mỡ mà lại k để ý lúc cô nàng gắp , có thể là em gái này cũng chỉ là có thói quen không tốt 1 chút thôi , vẫn có thể sửa được , m.n không nên nặng lời quá","Thật ra m.n cũng không nên nặng lời quá , biết là có lỗi nhưng mà chàng trai dẫn cô gái về ra mắt cũng có 1 phần k tinh ý lắm, vì ny k ăn được thịt mỡ mà lại không để ý lúc cô nàng gắp , có thể là em gái này cũng chỉ là có thói quen không tốt 1 chút thôi , vẫn có thể sửa được , m.n không nên nặng lời quá","Thật ra m.n cũng k nên nặng lời quá , biết là có lỗi nhưng mà chàng trai dẫn cô gái về ra mắt cũng có 1 phần k tinh ý lắm, vì ny k ăn được thịt mỡ mà lại k để ý lúc cô nàng gắp , có thể là em gái này cũng chỉ là có thói quen không tốt 1 chút thôi , vẫn có thể sửa được , m.n không nên nặng lời quá",0,0,0,personal_number,ViLexNorm rejected,NONE,external_rejected,vilexnorm_rejected,teencode;abbreviation,rejected,,auto_reject,strong_reject_rule,too_long,has_abbreviation;has_teencode;long_for_clean;too_long
vilexnorm,data/external/vilexnorm/raw/train.csv,2488,train,"Bố mình có dạy tuy hơi thô nhưng mà thật là mày ăn miếng nạc miếng mỡ miếng to miếng bé gì đc hết nhưng thích miếng nào thì nhằm cho kĩ rồi 1 phát gắp luôn, ko đc bới, ví dụ mình ăn vs người thân quen mà muốn tìm miếng cổ miếng cánh thì xin phép cho bới lên tìm còn chỗ ko đc thân quen thì ngồi chờ họ ăn đến lúc nào nó trật ra rồi mk gắp, chứ ra mắt nhà người yêu lần đầu mà bới đến 3 lần thì thôi toang","Bố mình có dạy tuy hơi thô nhưng mà thật là mày ăn miếng nạc miếng mỡ miếng to miếng bé gì được hết nhưng thích miếng nào thì nhằm cho kĩ rồi 1 phát gắp luôn, không được bới, ví dụ mình ăn với người thân quen mà muốn tìm miếng cổ miếng cánh thì xin phép cho bới lên tìm còn chỗ không được thân quen thì ngồi chờ họ ăn đến lúc nào nó trật ra rồi mình gắp, chứ ra mắt nhà người yêu lần đầu mà bới đến 3 lần thì thôi toang","Bố mình có dạy tuy hơi thô nhưng mà thật là mày ăn miếng nạc miếng mỡ miếng to miếng bé gì đc hết nhưng thích miếng nào thì nhằm cho kĩ rồi 1 phát gắp luôn, ko đc bới, ví dụ mình ăn vs người thân quen mà muốn tìm miếng cổ miếng cánh thì xin phép cho bới lên tìm còn chỗ ko đc thân quen thì ngồi chờ họ ăn đến lúc nào nó trật ra rồi mk gắp, chứ ra mắt nhà người yêu lần đầu mà bới đến 3 lần thì thôi toang",0,0,0,personal_number,ViLexNorm rejected,NONE,external_rejected,vilexnorm_rejected,teencode;abbreviation,rejected,,auto_reject,strong_reject_rule,too_long,has_abbreviation;has_teencode;long_for_clean;too_long
vilexnorm,data/external/vilexnorm/raw/train.csv,3466,train,"Ráng b ơi cố gắng vươn ti tí ra vỏ bọc của mình đi ạ, mình thấy đi làm đã môi trường vp ít nhiều phải có giao tiếp thì cv nó mới trơn tru đc, ai cũng v giữa 1 ng vui vẻ cởi mở sẽ dễ có thiện cảm với mng hơn 1 ng suốt ngày ngồi im lạnh lùng ít nói, và thiệt sự đã bước ra đi làm cọ xát r mới thấy mình nên hoà nhập với tập thể (không hoà tan nhé :)))","Ráng bạn ơi cố gắng vươn ti tí ra vỏ bọc của mình đi ạ, mình thấy đi làm đã môi trường văn phòng ít nhiều phải có giao tiếp thì công việc nó mới trơn tru được, ai cũng vậy giữa 1 người vui vẻ cởi mở sẽ dễ có thiện cảm với mọi người hơn 1 người suốt ngày ngồi im lạnh lùng ít nói, và thiệt sự đã bước ra đi làm cọ xát rồi mới thấy mình nên hoà nhập với tập thể (không hoà tan nhé :)))","Ráng b ơi cố gắng vươn ti tí ra vỏ bọc của mình đi ạ, mình thấy đi làm đã môi trường vp ít nhiều phải có giao tiếp thì cv nó mới trơn tru đc, ai cũng v giữa 1 ng vui vẻ cởi mở sẽ dễ có thiện cảm với mng hơn 1 ng suốt ngày ngồi im lạnh lùng ít nói, và thiệt sự đã bước ra đi làm cọ xát r mới thấy mình nên hoà nhập với tập thể (không hoà tan nhé :)))",0,0,0,personal_number,ViLexNorm rejected,NONE,external_rejected,vilexnorm_rejected,abbreviation,rejected,,auto_reject,strong_reject_rule,too_long,has_abbreviation;has_sensitive_review_keyword;has_soft_job_keyword;long_for_clean;too_long
vilexnorm,data/external/vilexnorm/raw/train.csv,3736,train,Tôi khi mới qua nước Úc nhưng vẫn giữ tư duy của vietnam là phải cày cật lực mới có thể sống thoải mái và đâm đầu đi làm 10 tiếng mỗi ngày mặc kệ chỉ có 1 meal staff trong ngày và bây giờ sau 6 tháng tôi cảm thấy mình thoải mái mặc dù chỉ còn 1 công việc nhưng nó làm tôi vui vẻ nên các b hãy chú ý đến cuộc sống và sức khỏe mình nhiều hơn nhé,Tôi khi mới qua nước Úc nhưng vẫn giữ tư duy của vietnam là phải cày cật lực mới có thể sống thoải mái và đâm đầu đi làm 10 tiếng mỗi ngày mặc kệ chỉ có 1 meal staff trong ngày và bây giờ sau 6 tháng tôi cảm thấy mình thoải mái mặc dù chỉ còn 1 công việc nhưng nó làm tôi vui vẻ nên các bạn hãy chú ý đến cuộc sống và sức khỏe mình nhiều hơn nhé,Tôi khi mới qua nước Úc nhưng vẫn giữ tư duy của vietnam là phải cày cật lực mới có thể sống thoải mái và đâm đầu đi làm 10 tiếng mỗi ngày mặc kệ chỉ có 1 meal staff trong ngày và bây giờ sau 6 tháng tôi cảm thấy mình thoải mái mặc dù chỉ còn 1 công việc nhưng nó làm tôi vui vẻ nên các b hãy chú ý đến cuộc sống và sức khỏe mình nhiều hơn nhé,0,0,0,personal_number,ViLexNorm rejected,NONE,external_rejected,vilexnorm_rejected,standard_or_unknown,rejected,,auto_reject,strong_reject_rule,too_long,has_soft_job_keyword;long_for_clean;too_long
vilexnorm,data/external/vilexnorm/raw/train.csv,3793,train,Đứa nào ngại ib t t đòi giùm rồi chia hoa hồng cho t đi,Đứa nào ngại ib tôi tôi đòi giùm rồi chia hoa hồng cho tôi đi,Đứa nào ngại ib t t đòi giùm rồi chia hoa hồng cho t đi,0,0,0,personal_number,ViLexNorm rejected,NONE,external_rejected,vilexnorm_rejected,abbreviation,rejected,,auto_reject,strong_reject_rule,has_contact_platform_keyword+has_money_keyword,has_abbreviation;has_contact_platform_keyword;has_money_keyword
vilexnorm,data/external/vilexnorm/raw/train.csv,4152,train,"E thì có duyên vch, gặp đúng ông ny tâm lý vcc , biết ny k ăn đc thịt mỡ ,ngại gắp cho ny thì lựa gắp miếng mỡ mà ăn để lộ miếng nạc cho eng ,nếu e k cảm thấy ngại thì gắp miếng nửa nạc nữa mỡ tách ăn phần mỡ nhường e phần nạc ,đơn giản vậy mà cũng phải để e phải bới đến lần t3","Em thì có duyên vch, gặp đúng ông người yêu tâm lý vcc , biết người yêu không ăn đc thịt mỡ ,ngại gắp cho người yêu thì lựa gắp miếng mỡ mà ăn để lộ miếng nạc cho em ,nếu em k cảm thấy ngại thì gắp miếng nửa nạc nữa mỡ tách ăn phần mỡ nhường em phần nạc ,đơn giản vậy mà cũng phải để em phải bới đến lần t3","E thì có duyên vch, gặp đúng ông ny tâm lý vcc , biết ny k ăn đc thịt mỡ ,ngại gắp cho ny thì lựa gắp miếng mỡ mà ăn để lộ miếng nạc cho eng ,nếu e k cảm thấy ngại thì gắp miếng nửa nạc nữa mỡ tách ăn phần mỡ nhường e phần nạc ,đơn giản vậy mà cũng phải để e phải bới đến lần t3",0,0,0,personal_number,ViLexNorm rejected,NONE,external_rejected,vilexnorm_rejected,teencode;abbreviation,rejected,,auto_reject,strong_reject_rule,too_long,has_abbreviation;has_sensitive_review_keyword;has_teencode;long_for_clean;too_long
vilexnorm,data/external/vilexnorm/raw/train.csv,4202,train,"haha, htrc xem có 1 đôi nào mà yêu nhau xong bạn gái đi học/ đi làm xa đc bạn trai tặng cho cái kèn thổi ý, kiểu bất cứ khi nào thổi anh bạn trai sẽ có mặt, xong lúc qua sân bay chị bạn gái thổi quá trời mà anh kia ko tới xong khóc lên khóc xuống rồi cuối cùng anh kia cũng tới huhu :))","haha, htrc xem có 1 đôi nào mà yêu nhau xong bạn gái đi học/ đi làm xa được bạn trai tặng cho cái kèn thổi ý, kiểu bất cứ khi nào thổi anh bạn trai sẽ có mặt, xong lúc qua sân bay chị bạn gái thổi quá trời mà anh kia không tới xong khóc lên khóc xuống rồi cuối cùng anh kia cũng tới huhu :))","haha, htrc xem có 1 đôi nào mà yêu nhau xong bạn gái đi học/ đi làm xa đc bạn trai tặng cho cái kèn thổi ý, kiểu bất cứ khi nào thổi anh bạn trai sẽ có mặt, xong lúc qua sân bay chị bạn gái thổi quá trời mà anh kia ko tới xong khóc lên khóc xuống rồi cuối cùng anh kia cũng tới huhu :))",0,0,0,personal_number,ViLexNorm rejected,NONE,external_rejected,vilexnorm_rejected,teencode;abbreviation,rejected,,auto_reject,strong_reject_rule,too_long,has_abbreviation;has_teencode;long_for_clean;too_long
vilexnorm,data/external/vilexnorm/raw/train.csv,4269,train,"Nhiều người vẫn ko phân biệt được nóng với đen da nhể, áo sáng màu ra nắng nó ko hấp thụ nhiệt làm cơ thể mát hơn ko đồng nghĩa với chuyện nó cản được luồng sáng của ánh nắng chiếu vào, ví dụ áo sơ mi trắng: mát nhưng dễ làm đen da hơn khi có nắng, còn đối với đồ sẫm màu đặc biệt là màu đen dễ hấp thụ nhiệt nên khi mặc vào đương nhiên sẽ rất nóng, nhưng nó có tác dụng cản được ánh sáng trực tiếp lên bề mặt da nên mặc đồ đen hoặc sẫm màu sẽ ko bị ảnh hưởng lên da khi nắng chiếu vào nhé.","Nhiều người vẫn không phân biệt được nóng với đen da nhỉ, áo sáng màu ra nắng nó không hấp thụ nhiệt làm cơ thể mát hơn không đồng nghĩa với chuyện nó cản được luồng sáng của ánh nắng chiếu vào, ví dụ áo sơ mi trắng: mát nhưng dễ làm đen da hơn khi có nắng, còn đối với đồ sẫm màu đặc biệt là màu đen dễ hấp thụ nhiệt nên khi mặc vào đương nhiên sẽ rất nóng, nhưng nó có tác dụng cản được ánh sáng trực tiếp lên bề mặt da nên mặc đồ đen hoặc sẫm màu sẽ không bị ảnh hưởng lên da khi nắng chiếu vào nhé.","Nhiều người vẫn ko phân biệt được nóng với đen da nhể, áo sáng màu ra nắng nó ko hấp thụ nhiệt làm cơ thể mát hơn ko đồng nghĩa với chuyện nó cản được luồng sáng của ánh nắng chiếu vào, ví dụ áo sơ mi trắng: mát nhưng dễ làm đen da hơn khi có nắng, còn đối với đồ sẫm màu đặc biệt là màu đen dễ hấp thụ nhiệt nên khi mặc vào đương nhiên sẽ rất nóng, nhưng nó có tác dụng cản được ánh sáng trực tiếp lên bề mặt da nên mặc đồ đen hoặc sẫm màu sẽ ko bị ảnh hưởng lên da khi nắng chiếu vào nhé.",0,0,0,personal_number,ViLexNorm rejected,NONE,external_rejected,vilexnorm_rejected,teencode;abbreviation,rejected,,auto_reject,strong_reject_rule,too_long,has_abbreviation;has_teencode;long_for_clean;too_long
vilexnorm,data/external/vilexnorm/raw/train.csv,4417,train,"bài viết tiêu cực , rác của cảm xúc , đầy người thành công viên mãn hạnh phúc , bản thân tiêu cực mới đi hút vô những chuyện hoại diệt như này , thấy ngta thành công là cứ nghĩ ngta sẽ chết , vậy chắc xh này còn chưa tới 50 người sống , người sống là người thất bại thì góp phần GDP tăng trưởng gì được cho XH ngoài chuyện tệ nạn lười biếng nợ nần ?","bài viết tiêu cực , rác của cảm xúc , đầy người thành công viên mãn hạnh phúc , bản thân tiêu cực mới đi hút vô những chuyện hoại diệt như này , thấy người ta thành công là cứ nghĩ người ta sẽ chết , vậy chắc xã hội này còn chưa tới 50 người sống , người sống là người thất bại thì góp phần GDP tăng trưởng gì được cho Xã Hội ngoài chuyện tệ nạn lười biếng nợ nần ?","bài viết tiêu cực , rác của cảm xúc , đầy người thành công viên mãn hạnh phúc , bản thân tiêu cực mới đi hút vô những chuyện hoại diệt như này , thấy ngta thành công là cứ nghĩ ngta sẽ chết , vậy chắc xh này còn chưa tới 50 người sống , người sống là người thất bại thì góp phần GDP tăng trưởng gì được cho XH ngoài chuyện tệ nạn lười biếng nợ nần ?",0,0,0,personal_number,ViLexNorm rejected,NONE,external_rejected,vilexnorm_rejected,abbreviation,rejected,,auto_reject,strong_reject_rule,too_long,has_abbreviation;has_finance_keyword;long_for_clean;too_long
vilexnorm,data/external/vilexnorm/raw/train.csv,4651,train,"Nhiều ông kêu VN mình mõm, chỉ đc cái la làng, thế giờ mấy ông muốn bộ quốc phòng tổng động viên và đi ra đấm nhau vs nó à, muốn giống Ukraine thì xin mời, hồi trc đánh nhau vs chính quyền tay sai cách nửa vòng Trái Đất đã khổ rồi, mấy ông muốn đánh nhau vs 1 thằng đông vãi, giàu và mạnh vãi và sát ngay mình à, thật á ?","Nhiều ông kêu VN mình mõm, chỉ được cái la làng, thế giờ mấy ông muốn bộ quốc phòng tổng động viên và đi ra đấm nhau với nó à, muốn giống Ukraine thì xin mời, hồi trước đánh nhau với chính quyền tay sai cách nửa vòng Trái Đất đã khổ rồi, mấy ông muốn đánh nhau với 1 thằng đông vãi, giàu và mạnh vãi và sát ngay mình à, thật á ?","Nhiều ông kêu VN mình mõm, chỉ đc cái la làng, thế giờ mấy ông muốn bộ quốc phòng tổng động viên và đi ra đấm nhau vs nó à, muốn giống Ukraine thì xin mời, hồi trc đánh nhau vs chính quyền tay sai cách nửa vòng Trái Đất đã khổ rồi, mấy ông muốn đánh nhau vs 1 thằng đông vãi, giàu và mạnh vãi và sát ngay mình à, thật á ?",0,0,0,personal_number,ViLexNorm rejected,NONE,external_rejected,vilexnorm_rejected,abbreviation;slang,rejected,,auto_reject,strong_reject_rule,too_long,has_abbreviation;has_sensitive_review_keyword;has_slang;long_for_clean;too_long
