content,label,data_origin
"Nọ t thi toán mà t còn kh mang gì đi thi, may sao vào phòng thi thấy thiếu thiếu nên kịp đi mượn:))",0,external_curated
Trấn thành đem công an lên tới nhà bạn bây giờ bớt khịa ngta đi,0,external_curated
m có muốn nói điều gì đó không ?,0,external_real
Mh thì nghĩ ủa rồi nếu là thật thì lúc đ nào b cũng cầm đt bật chế độ quay à =))),0,external_curated
"mong chị cứ rô phòng vip nằm , có người lạ đến thì chị cứ giả vờ ngơ ngác ko biết gì",0,external_curated
đang ngồi run cả chân ae ơi,0,external_real
idol tik tok được về nhà ăn tết vs gđ r,0,external_real
chẳng qua đ' với tới thôi ném dép thì nó va vào kính phòng giám hiệu trèo thì bảo vệ bắt nên đành chịu thế thôi chứ biết ls bg,0,external_curated
quá mệt những lần t k xem đc,0,external_real
"Chả công an nào giải quyết đâu, trừ khi gây dư luận xh, tống tiền…",0,external_curated
thà đi concert 1 mình hơn là đi với ng ko thực sự thích vì ngta sẽ làm mình tụt mood vcl,0,external_curated
Kiểu vô tình i ngang cái thấy hớ hênh nên giật,0,external_real
chú ý sức khoẻ nhen,0,external_real
Đọc lại lần thứ n vẫn cười đ chịu được,0,external_curated
ủa dị là đi nắng nên bận trắng hay đen,0,external_real
may ko cưới đứa kêu tháng 10tr chưa đủ ko thì lại mang tiếng thằng bị vợ bỏ,0,external_curated
biết đou ngiu còn đang đi họcccc :)))),0,external_curated
đã bảo đ khóc rồi còn gì muốn sao ?,0,external_curated
"Thế éo nào lại vớ thêm được bà giúp việc vui tính, trực tiếp kêu nó mang cả cái khúc cây to đùng vào và bảo: ""Yên tâm đi, to thế này mẹ cháu không đánh đâu"".",0,external_curated
Vậy nên lương 7tr ko dám đi tán gái :))),0,external_curated
"thiệt tình 10 triệu ko nuôi nổi 1 đứa con , tiền sữa, tiền ăn tiền trường , tiền học thêm toán, anh văn .....",0,external_curated
Công nhận cảm giác sạch thiẹt :)),0,external_real
Nóng gần chết sao mấy bà ý trụ đc lớp trang điểm hay ta,0,external_real
Thà hỗ trợ bằng tiền cho VĐV họ còn có cái trang trải cuộc sống.,0,external_real
ra xin về đi c mai chúng ta còn có cái ăn,0,external_real
qhe của cta la ri,0,external_real
Ông nào muốn béo thì lấy vợ đii,0,external_real
"Hên quá, mình lương 3tr5, mình về đấp chăn ngủ khoẻ luôn",0,external_curated
Má tao bị mẹ tao chửi quài luôn á “ mẹ mày đi lấy tiền ngta chứ tao kiu mày đi mượn hay đi xin ngta đâu mà mày k đám đi “  khók x100 lần,0,external_real
r khok tin đc lên đh sẽ p học tiếp cái đó luong°,0,external_curated
kiếm tiền đi gòy chúng ta đi,0,external_curated
hóa ra cta trách nhầm bé Thu,0,external_real
"đấy, ló phải như thế",0,external_real
"Đề nghị sếp bảo vs kiên: ""thôi Kiên, em đừng làm nv nữa, em làm sếp đi""",0,external_curated
"Deo ổn đâu, đi tù lâu lâu vẫn chuyển phòng, chuyển trại mà.",0,external_curated
Cho vay lưc đòi phải xem tâm trạng vui hay buồn cơ.,0,external_curated
Nhưng bả xinh sẵn r :)))))),0,external_real
người ta bán cháo hả m,0,external_real
Ngu đến thế là cùng đã đell có tiền rồi còn báo tưởng i tù là hết,0,external_curated
Vì cuộc sống ben chen vì đồng lương ít ỏi thôi '(( Không đi khám thì lo lắng mà đi khám sợ lòi bệnh ')),0,external_curated
cho nó cái tk ngân hàng đói thì tự đặt mua đi:),0,external_curated
"nhma tại tính chất công việc cũng chạy đi miếc ko có ở văn phòng chung với mọi người nên h zô cũng quen r, ai nói j cười đó thui chứ sao h, từ từ rồi cũng sẽ làm quen đc thui cố lên, mình dễ thương mà kkkkkk",0,external_curated
"qua phase 4 của mcu thì ngán đến tận cổ thật, mấy phim của dc cũng ra thoi thóp mà vừa dở lại còn flop ẻ",0,external_real
Vay thì cứ de bv giam đinh thuong tat xong thì khởi kiện cho thay mia no lun,0,external_curated
trời ơi bây ơi cứu tauuu,0,external_real
:))) rất thích mua nma k ăn,0,external_real
"nhưng t thực sự gặp được người đạt gpa 3,79/4, học bổng 60%, tham gia đầy đủ sự kiện từ lớn đến bé, làm đầu tàu cho cả khoa và thực sự toả sáng :)))))",0,external_curated
Không cần ra đường mà vẫn ăngg no,0,external_curated
đi vệ sinh với cảm giác xoang chảnh của vàng 24k,0,external_curated
Ny mình đang học lớp 11 đúng khum ạ :))))),0,external_real
rồi lương tháng này của em đc 1 chẹo,0,external_curated
sao t k đânh dấu đk cái Phuong,0,external_real
Quá xứng đáng cho những gì e đã cống hiến cho nước nhà.,0,external_real
tra tấn t vs m,0,external_real
hâhha tại sao lại nv,0,external_real
Cô giáo bảo lấy bút ra viết luận và cây bút duy nhất t có là bút kẻ lông mày,0,external_real
T lương 5 triệu đủ trông 2 bé sgbb,0,external_curated
ước mơ mỗi ngày ngủ 17 tiếng của t đã thành hiện thực,0,external_real
Thả 2 hlv 2 bên ra nào :))),0,external_real
"Đợt mẹ tui bị quẹt xe gãy xương, cx nhiều người đi đường xúm lại giúp, cố định chân, chở đi viện",0,external_real
làm này cho mày ăn nhoo,0,external_real
quen quen đúng ko ?!,0,external_real
tại nó không yêu mày đó chứ cung đ nào chả như nhao =))),0,external_curated
Chua lè chua lét cno thèm vào :))),0,external_curated
Đúng cái nết éo thể mê đc.,0,external_curated
"Năm 19 tuổi t vẫn đi bưng bê 16k/1h, đêm về chạy grab kiếm vài tỷ tiêu chơi",0,external_curated
"hoy hoy no rồi, đi uống trà sữa",0,external_curated
"nhìn hợp vãi =))))) nhưng mà có ai ghép ảnh st x ysl dc ko, tự nhiên nghĩ ra cái vibe thích ghê chứ hehe",0,external_curated
ung thư k đáng sợ vì gio khoa hoc phat trien nếu phát hiên sớm giai doan đâu sẽ khỏi.,0,external_curated
Thế ck t lương 5tr nuôi 2 đứa con đây,0,external_curated
"Hãy cố gắng kiếm tiền lo cs của mình, của con,  vì ck mà bạn bỏ cv, hy sinh họ cũng chả b đâu, thẳng thắn vs ck tìm nút thắt mà gq, đừng mơ ng đó thương mình",0,external_curated
"Nghĩ thoáng lên đi, đã chấp nhận vì nhau thì ít cũng đủ mà không vì nhau thì 100củ cũng méo đủ đâu",0,external_curated
"Ghét nhất cái thứ ăn mà bới bới cầm gắp lên gắp xuống lựa chọn, không ăn dc thì nghỉ",0,external_real
Ai muốn xét nghiệm để phát hiện ung thư sớm liên hệ e nhé.,0,external_curated
Dậy là mấy má biết chỗ đánh ghen gòi đó,0,external_real
tui cạo đầu làm đầu đường xó chợ vẫn ko dám đòi nợ,0,external_curated
"T nhìn mấy đứa bới bới đồ ăn t del ăn nữa luôn, kinh dị",0,external_curated
m có dành ăn với mỡ k =))),0,external_real
"em toy hay đọc truyện vui cực, mà là cực lạc",0,external_real
thật sự nếu đủ tèn hãy sắm máy lạnh chứ hồi xưa cũng như vậy 1 buổi trưa bay 5k tiền nc đá,0,external_curated
"Đàn ông thích ngọt đôi khi thích được tán dương nên mình nghĩ bạn nên mở lòng với ck, ck làm gì tốt thì mình khen với động viên ck cũng chẳng mất mát gì mà ổng lại vui ổng sẽ thấy được người bạn đời mình ủng hộ",0,external_real
19 tuổi t vẫn đang rót bia quán hát 150k/ca/2 tiếng.,0,external_curated
Bảo sao trương trình phỏng vấn tân sinh viên toàn nghĩ sẽ nhận việc min 15tr chứ dưới khỏi làm.,0,external_curated
Đọc chả thấy vui tí đéo nào với cái giọng của thằng ck,0,external_curated
Uhm thì kiếm tiền để sống cho thoải mái nhưng nhiều ng cứ bị ngược lại ấy,0,external_curated
chời mé giống anh nè,0,external_real
May qué lương có 5 chẹo,0,external_curated
"một lần nữa giầy mòn đế,bạn kia mà ko mua tặng nữa.",0,external_real
Chiến sĩ CAND này xịn như mấy a grab tất xanh luôn,0,external_real
"chị cũng nũng nịu íu đúi nhờ vả chồng đi xong nịnh nọt khen ngợi mấy anh đồng nghiệp chồng lôi kéo đồng minh chọc tức lại chơi  chị cứ dùng hành động chọc tức lại cho zui chứ ko phải nói gì sất, đề phòng nói xong chị A lại ra vẻ đáng thương thì mình thiệt á =)))))",0,external_curated
dô nghe c iu xinh xẻo,0,external_real
Đ tặng quà bày đặt văn vở chi z,0,external_curated
"Xong cái bà hỏi sao h lớn lên m xấu như này, nét ngày xưa đi đâu hết rồi, sao m càng lớn càng xú à  Khóc vaizz",0,external_curated
:)) ưng kh t mần cho cấy,0,external_real
"qua làm kìa,vc nhẹ lương cao",0,external_curated
a 10 điểm k có nhưng,0,external_real
t muốn ăn măng cụt chín,0,external_real
"Mấy bà nợ tiền tạp hoá chuyên gia giận nè, mịe",0,external_curated
Tích cóp thì gửi tk còn có xíu lãi chứ bỏ ống coi như tiền chết rùi.,0,external_curated
"Đã thích miếng thịt thì tia ngay miếng đó, sau đó cbi cho cơm vào mồm thì chộp cái cho vào bát, chuẩn xác có phải đỡ bị soi k :))), ngồi ăn mà bà nào bới bới chọc chọc là k muốn đụng đũa luôn rồi",0,external_real
nè cái này hay hơn mấy truyện m gt t đọc á,0,external_real
Đã thế còn 1 đám đầu tôm nhiệt tình lao vào đánh ngta trong khi dell biết ai đúng ai sai =)),0,external_curated
phòng a có con như dị kh :((,0,external_curated
500 triệu làm gi có a chỉ có 500 tỷ thoi kk,0,external_curated
chắc là ko đc roài,0,external_real
chắc em iu mình cũng đang học lớp 10 thôi,0,external_real
"ủa sao em chơi ác dị, sao em nở lòng đăng lên cho mậu ngừ thấy dị",0,external_real
T muốn ăn măng cụt chín,0,external_real
cam kết zị hoy chứ tau bịa cái doanh thu 2 tỉ ảo vãi ò,0,external_curated
câu chuyện k của riêng ai :)),0,external_real
"đọc rồi cảm ơn trg đi các em, đừng chửi trg nx",0,external_real
Mà bới 1 lần thì đc rồi này thấy bố mẹ ngta im im xong còn bới thêm 2 lần nữa thì nói thật bạn hơi bị thiếu tinh tế và kỹ năng sốngđấy,0,external_real
dâu da chỗ t 5k/túi to,0,external_curated
Dị mà cũng dụ đc thêm 1 đứa chui dô cùng =)))),0,external_real
"Cty như vậy sếp như vậy dẹp mẹ đi, qua cty anh mà làm Kiên nhé thích làm thì làm thích nghỉ thì nghỉ lương Kiên tự quyết định.",0,external_curated
"tr oi, mình trả phòng xong còn dc host khen =)))))",0,external_curated
"trước nay vẫn nghĩ chị iu theo đuổi hình tượng giống kiểu idol kpop nên là với khả năng của chị tham gia vào mô hình nhóm nhạc ms ổn, chỉ việc hát vài câu phần còn lại đồng đội gánh, hát nhảy tàm tạm k phá game là được việc của chị là lung linh trên sân khấu thôii =)))",0,external_real
Có vợ hết rồi mà nói gì zị tr,0,external_real
lớn rồi gọi đồ dùm cho mẹ yêu luôn,0,external_real
Con nào củng thương del nói nhiều :))),0,external_curated
"bố mẹ hỗ trợ 1 ít, bọn t có 1 ít, vay mượn thêm r mua đất tp, chồng t lại mới học xong đh csnd, t lại mới mua xe ô tô, t thấy có cái moẹ gì đâu, con t vẫn đầy đủ xhar thiếu thứ gì, tuần t cafe mấy buổi, đấy là do m k biết chi tiêu r lại gào mồm lên",0,external_curated
May còn được 10đ chứ đc 1-2 thì k biết tìm ai chửi luôn ý,0,external_curated
"Nhớ mãi câu bố mình bảo “ mày có ăn đc hay kh ăn được thì nhịn , sau t thấy mày bới nữa thì coi chừng “",0,external_real
nhà t mà ăn z rữa chén khoẻ ăn no nghĩ.,0,external_curated
nữa r cringe từ lúc mới ra đến giờ vẫn cringe,0,external_real
vì cái mùa này mà t vs nhỏ chung phòng đi kiếm trọ mới có máy lạnh liền,0,external_curated
May quá vk t bảo t ko cần lương cao làm ck là đủ rồi,0,external_curated
thích anh cá mập k,0,external_real
"Nay dễ j kiếm lương 10tr , có việc làm là may rồi chứ thất nghiệp đầy ra",0,external_curated
đọc cừi chớt lun ớ,0,external_real
Xưa còn đi cũng v lớp mình 4 hsg cứ sau mỗi tiết toán là 4 tụi mình đều như này,0,external_real
áp dụng liền nha mấy iem,0,external_real
nó đang lím đuýt :>,0,external_real
( còn chưa biết đề thi) thế méo nào về soát 7.5 hoá,0,external_curated
LươNg đã thấp mà còn tứ đổ tường nửa thì thôi… gia đình coi như bỏ,0,external_curated
"Chú này đỉnh, hqua xem video phấn khích quá,",0,external_curated
thuê nhà 4 trịu  moẹ ròi,0,external_curated
Mặc ra đg chưa đc 1 lúc có xíu mồ hôi nó bẩn vcc,0,external_curated
quần rách đít hay sao mà che lại dzị=))))),0,external_real
t nhịn ăn sáng suốt mấy năm đh này,0,external_real
Lương 15tr nhưng lỡ lấy phải cô vợ lương 30tr mất rùi :)),0,external_curated
ở Úc mà ko bắt được em nào à?,0,external_real
Ừ t đang lương 10tr đây.,0,external_curated
vô anh nvien này mệt mỏi tan biến hết nè bạn :))),0,external_curated
10tr về quê lấy vk,0,external_curated
"10tr thì đủ tiêu thôi chứ có việc gì thì khóc thét, chính vì nghĩ đến tương lai nhiều cái phải lo lắng mà vẫn chấp nhận dừng ở 10tr mới bị ng khác cho là an phận đấy",0,external_curated
"má ơi, t đang tiêu cực, tự diễn drama công ty, bị đồng nghiệp chê, sếp đuổi việc này nọ xong nằm xụi lơ luôn",0,external_real
"Kurzgesagt cũng có nói về việc này, các mô được tái tạo chỉ là scar tissues thôi, k có các chức năng như tế bào ban đầu",0,external_real
2₫ + lại mới được 10 chịu,0,external_curated
Chúc E đạt được thêm nhiều thành tích,0,external_real
"quả mãng cầu bên ấy chín chưa, chưa cho vào bóp gỏi đi e",0,external_real
nếu k qtam thì thả tym giúp t nhé,0,external_real
củng hĩu mấy con mèo thích vô phòng he,0,external_curated
Người tốt lương 10tr tìm được người hợp lương 8tr là đắc.,0,external_curated
Lương 3tr4 chắc thành vô tree...,0,external_curated
đại bàng gọi chim xẻ trả lờiii,0,external_curated
Gửi tới vdv có hoàn cảnh khó khăn.,0,external_real
Cười mún nội thương lun,0,external_real
mốt tới gián ở phòng trọ pự như z,0,external_curated
lúc ông lên đây hỏi thì giờ ngta quên mịa đã nói câu đấy r ấy chứ =))),0,external_real
bạn có giống thế k,0,external_real
dkm đ phải riêng t nhé,0,external_curated
Ncl mấy cha mấy mẹ đi làm bớt ăn hiếp nv lại .,0,external_curated
"Đéo bù thằng bạn mình  , cả đời m có giày đi tán gái đéo đâu",0,external_curated
Ở quê 10 Triệu thì được chứ ỏ thành thì lo cho cả gia đình thì chật vật,0,external_curated
Bộ tóc sau đó còn 0 thì 0 biết,0,external_real
tháng này lương e 2tr,0,external_curated
"Lồng quả nhạc chill ko kém :""))",0,external_real
m nên biết ơn t,0,external_real
làm ăn dị coi có được không trời,0,external_real
CA Kinh tế đã xem,0,external_curated
T mang tiếng bạn thân còn chưa bao h gặp mặt cô dâu trong khi cno yêu nhau mấy năm h cưới rồi cơ,0,external_curated
Hợp lý mà t có thấy Kiên sai chỗ nào đâu.,0,external_real
Nếu cháu mà ở bên Campuchia thì 1 Huy chương vàng là 235 triệu vn đ nhé ( Việt Nam 1 Huy chương vàng có 45 triệu vn đ),0,external_curated
no gòi mà cứ bắt ănggg,0,external_curated
này cần cho e nè,0,external_real
Dĩnh Bảo Ngọt ngào aaaaa,0,external_real
Chắc sếp vs nv yêu nhau,0,external_curated
"Mình thì tự ti về bản thân và gặp ng hay chê, ngta cho rằng chê nhìu khiến đối phương quyết tâm phát triển tốt hơn nhưng ngta đâu bt đấy là những lời ngta cần cho bản thân ngta.",0,external_real
xin lũi nhưng toi phải tag bạn :)),0,external_real
Còn đây là t khi đi đòi nợ  nỡ lòng nào chứ ???,0,external_curated
méo ai như cha nội đâu,0,external_curated
Chúc e và gd thật nhiều sức khoẻ.,0,external_real
Dô buồng tao nói chiện dí mày :))),0,external_real
Không có lương nên k có tiếng nói ạ,0,external_curated
tha hồ luôn mí đứa,0,external_real
Đúng mà quê k nói chứ ở tpho 10 triệu khó sống khó thôi chứ k phải k sống đc như con mình 2 đứa tháng nguyên tiền học cứ phải độ ngót 7tr chưa kể sữa 1 tuần 2 thùng bỉm nữa ăn uống chi tiêu cả gia đình nguyên tiền điện mùa hè này độ 2 tr rồi nói chung 10tr khó,0,external_curated
Bạn có 5’ đến xl tôi qua stk tôi đã gửi.,0,external_curated
10tr thì vẫn đủ sống mỗi tháng 2vkck và 1 con,0,external_curated
Hoặc t nói nhỏ vz chg t là lấy cho t thịt nạc,0,external_real
Nay goi la ngu mà còn lì,0,external_real
Bộ trưởng bộ ngoại giao kiểu : ta để làm thú cưng thoi sao,0,external_real
Thỉnh thoảng có hôm tầm 1 tiếng là mấy ngày dồn lại phải hem mấy bạng,0,external_real
Đừng có hát là bả qlai r,0,external_real
đeo kính r vẫn z,0,external_real
chờ m đẻ xong t với m đi kiếm thêm thu nhập,0,external_curated
Mặt kiểu phán xét vỡiiii,0,external_curated
rồi lương e là mấy tr :)),0,external_curated
"Nhiều ng nghĩ việc ăn 1 mình hoặc xem phim 1 mình dị vs cô đơn lắm, nhưng họ ko hiểu ng hướng nội chúng tôi rất cần những khoảnh khắc như vậy",0,external_real
t lương 5tr 2 đứa con luôn,0,external_curated
văn thơ lai láng chữ nghĩa dạt dào cx k cứu nổi pha này :((,0,external_real
hét xog đ ai im,0,external_curated
quả này cứ vào vin nằm khoảng tháng là nhà mấy tk kia ngán ngay,0,external_real
:))) quay xe học Y Đa Khoa với cái nết này thì hổng được,0,external_curated
đúm nhận sai đ cãi,0,external_curated
Pé no gòi thì tới lượt anh ăn :)),0,external_curated
dậy trong mơ ròi á :)),0,external_real
"b.ọ.n đàn ông ngoại tình n.g.u n.g.ố.c v s tr, con nhỏ đó lm mấy cái hành động mắc ó.i v mà cũng yêu đc.",0,external_real
vay vay cái đb lúc đòi như đi xin nhà cno vậy,0,external_curated
Bi quan thế t lương có 3tr vẫn lấy vk đẻ con bình đây thôi,0,external_curated
đợt chảy máu mũi nhiều quá xong nghĩ mk bị ungthu máu thế là cả tuần đó đối xử tốt với mn xung quanh,0,external_real
khó chịu chung với t đi :)),0,external_real
"Có tháng ck t còn dưới 10 chẹo, và sắp sửa nợ hơi bị nhiều",0,external_curated
2 chỵ em ta cùng hát,0,external_real
Ng chiến sí công an nhân dân,0,external_curated
sao những thứ nhân văn như này thì m k tag t,0,external_real
nghèo cũng k đụng vô :)))),0,external_real
Ăn lương Nhà nước thì chỉ thế thôi chứ ai mà k muốn nhiều tiền,0,external_curated
Bạn kiếm được nhiều thì vợ đc nhờ con được hưởng sung sướng thoải mái,0,external_real
Sao mấy cây xoài trái dc xum xuê dậy,0,external_real
Bên phải mà kêu k chuyên,0,external_real
Mì căn là có căn mới làm đc,0,external_real
hèn gì chạy hoài đ thấy vng đâu,0,external_curated
bn xem có thực sự muốn giữ gìn cuộc hn này chưa rồi tính,0,external_real
May quá ck mình lương 6tr2 nên gđ vẫn hòa thuận,0,external_curated
có nhìn thấy những biểu cảm này giống con gái k,0,external_real
Đả ngu còn tỏ ra nguy hiểm,0,external_real
"Chúc Chú Phong, Má Hai và bạn luôn vui vẻ và thật nhiều sức khoẻ nhó",0,external_real
Ở nhà ăn mà bới bới bố mẹ t cho nhịn đói luôn chứ ở đó mà tự nhiên,0,external_real
tiếng a trong tầm tay,0,external_real
Tình yêu khum phân biệt giới tính trai gái đâu có quan trọng,0,external_real
đợi em có ngiu mà nó cắm sừng em thì em cũng rủ cả phòng chị đi,0,external_curated
Có bữa kia đưa 100k đã bị cằn nhằn nửa chuyến r :)),0,external_curated
